url,기업명,공고명,스크랩 수,경력,학력,근무형태,급여,근무지역,필수사항,우대사항,접수 시작일,접수 마감일
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45503356&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,에이치알포유(주),[반도체 후공정 중견기업] MES 개발 및 운영 (3년 이상),1,경력 3~8년,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,서울 금천구,X,X,2023.04.15 10:00,2023.04.21 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45503355&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,에이치알포유(주),[반도체 후공정 중견기업] 범핑기술 공정 Engineer (3년 이상),1,경력 3~8년,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,서울 금천구,X,X,2023.04.15 10:00,2023.04.21 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45503195&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,서울센트리얼치과병원,서울센트리얼치과병원 코디네이터 신규 채용(2023),2,무관(신입포함),학력무관(예정자 가능),정규직,면접 후 결정,인천 남동구,X,근무조건:인근거주자|활동/경험:해당직무 근무경험,2023.04.15 09:00,2023.05.15 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45503127&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,위드힘병원,강동구 길동역 암케어전문 위드힘병원 원무 대리급,4,경력(년수무관),"대졸(2,3년제) 이상","정규직, 계약직 근무형",면접 후 결정,서울 강동구,X,X,2023.04.15 09:00,2023.05.15 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502950&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)녹십자이엠,[GC녹십자EM]유지관리직,5,신입·경력 3년 ↑,고교졸업 이상,"계약직 1년, 정규직 전환 가능",면접 후 결정,경기 성남시 분당구,X,X,2023.04.15 06:00,2023.05.07 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502945&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)녹십자이엠,[GC녹십자EM]유지보수직(안동),5,신입·경력 3년 ↑,고교졸업 이상,"계약직 1년, 정규직 전환 가능",면접 후 결정,경북 안동시,"자격증:공조냉동기계기능사, 기계정비기능사",자격증:전기기능사,2023.04.15 05:00,2023.05.07 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502517&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,동대문구가족센터,동대문구가족센터 언어발달지도사(대체인력) 채용 연장공고,스크랩,무관(신입포함),대졸(4년제) 이상(예정자 가능),계약직 1년2개월,면접 후 결정,서울 동대문구,X,X,2023.04.14 19:00,2023.05.01 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502290&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,기쁜우리보호작업장,신중년경력형일자리사업 참여자 채용(2차),스크랩,신입·경력 1년 ↑,학력무관,계약직 8개월 - 기간제,"시급 11,310 원",서울 강서구,X,X,2023.04.14 18:00,2023.04.21 18:00
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502253&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)에프터먼데이,여성의류쇼핑몰 - 이펙트팀(웹디자이너) 모집,5,신입·경력 3년 ↑,학력무관,정규직 수습기간 3개월,면접 후 결정,서울 서대문구,X,"보유역량:고용촉진장려금 대상|활동/경험:해당직무 알바경험, 해당직무 근무경험|자격/능력:포토샵 능숙자, FLASH 능숙자, MAC/편집 전문가",2023.04.14 18:00,2023.06.13 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502225&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)제이오텍,(주)제이오텍 품질관리 신입/경력 채용,16,신입·경력(년수무관),"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,"경기 수원시 권선구, 경기전체, 광명시, 광주시, 수원시, 서울전체, 서울 강서구, 관악구, 광진구, 금천구",X,전공:공학계열|활동/경험:해당직무 근무경험,2023.04.15 18:00,2023.04.30 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502217&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)에프터먼데이,여성의류쇼핑몰 - 기획팀 MD 모집,18,신입·경력 1년 ↑,학력무관,정규직 수습기간 3개월,면접 후 결정,서울 서대문구,X,"보유역량:고용촉진장려금 대상|활동/경험:해당직무 알바경험, 해당직무 근무경험|자격/능력:포토샵 능숙자, FLASH 능숙자, MAC/편집 전문가",2023.04.14 18:00,2023.06.13 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502214&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)제이오텍,(주)제이오텍 해외영업 경력 채용,5,경력 10년 ↑,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,"서울 금천구, 서울전체, 구로구, 동작구, 양천구, 경기 수원시, 수원시 권선구, 수원시 영통구, 수원시 장안구, 수원시 팔달구",X,"전공:공학계열|근무조건:인근거주자, 운전가능자",2023.04.15 00:00,2023.04.30 23:59
